Settimana;Anno;Insegna;Pdv_codice;Pdv_località;Cod_Art_fornitore;Cod_Art_cliente;Descrizione;Pz_venduti;Valore_€;Prezzo_medio_scaffale;Rotture_stock_gg;Scorta_pdv;Promo_attiva;Note
19;2026;Tosano;T021;Vicenza Est;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;46;86,94;1,89;0;25;NO;
Settimana;Anno;Insegna;Pdv_codice;Pdv_località;Cod_Art_fornitore;Cod_Art_cliente;Descrizione;Pz_venduti;Valore_€;Prezzo_medio_scaffale;Rotture_stock_gg;Scorta_pdv;Promo_attiva;Note
20;2026;Tosano;T003;Bussolengo;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;412;407,88;0,99;4;0;SI - SOTTOCOSTO PRIMAVERA;scaffale vuoto da giovedi sera,  cliente segnala
20;2026;Tosano;T001;Cerea;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;385;381,15;0,99;0;19;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T007;S.Giovanni Lupatoto;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;331;327,69;0,99;0;16;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T009;Villafranca VR;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;302;298,98;0,99;0;18;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T011;Legnago;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;278;275,22;0,99;3;0;SI - SOTTOCOSTO PRIMAVERA;seconda rottura consecutiva
20;2026;Tosano;T014;Affi;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;214;211,86;0,99;0;13;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T016;Lugagnano di Sona;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;233;230,67;0,99;0;15;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T018;San Bonifacio;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;259;256,41;0,99;0;16;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T021;Vicenza Est;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;350;346.50;0.99;0;20;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T024;Arzignano;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;198;196,02;0,99;0;12;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T027;Thiene;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;241;238,59;0,99;2;0;SI - SOTTOCOSTO PRIMAVERA;rottura mar-mer
20;2026;Tosano;T029;Bassano del Grappa;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;185;183,15;0,99;0;11;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T003;Bussolengo;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;171;682,29;3,99;0;9;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T001;Cerea;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;158;630,42;3,99;0;12;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T007;S.Giovanni Lupatoto;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;132;526,68;3,99;0;9;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T009;Villafranca VR;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;119;474,81;3,99;0;10;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T011;Legnago;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;104;414,96;3,99;1;3;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T014;Affi;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;83;331,17;3,99;0;7;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T016;Lugagnano di Sona;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;95;379,05;3,99;0;8;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T018;San Bonifacio;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;101;402,99;3,99;0;9;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T021;Vicenza Est;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;144;574,56;3,99;0;10;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T024;Arzignano;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;77;307,23;3,99;0;6;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T027;Thiene;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;99;395,01;3,99;0;8;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T029;Bassano del Grappa;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;72;287,28;3,99;0;7;SI - SOTTOCOSTO PRIMAVERA;
20;2026;Tosano;T003;Bussolengo;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;58;132,82;2,29;0;36;NO;
20;2026;Tosano;T001;Cerea;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;67;153,43;2,29;0;40;NO;
20;2026;Tosano;T007;S.Giovanni Lupatoto;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;47;107,63;2,29;0;27;NO;
20;2026;Tosano;T009;Villafranca VR;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;51;116,79;2,29;0;30;NO;
20;2026;Tosano;T011;Legnago;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;39;89,31;2,29;0;21;NO;
20;2026;Tosano;T021;Vicenza Est;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;62;141,98;2,29;0;36;NO;
20;2026;Tosano;T027;Thiene;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;42;96,18;2,29;0;23;NO;
20;2026;Tosano;T029;Bassano del Grappa;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;34;77,86;2,29;0;19;NO;
20;2026;Tosano;T003;Bussolengo;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;52;98,28;1,89;0;29;NO;
20;2026;Tosano;T001;Cerea;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;46;86,94;1,89;0;26;NO;
20;2026;Tosano;T009;Villafranca VR;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;41;77,49;1,89;0;23;NO;
20;2026;Tosano;T014;Affi;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;29;54,81;1,89;0;17;NO;
20;2026;Tosano;T018;San Bonifacio;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;38;71,82;1,89;0;21;NO;
20;2026;Tosano;T021;Vicenza Est;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;44;83,16;1,89;0;24;NO;
TOTALE SETT. 19-20;;;;;;;;8.917;15.892,60;;;;;NB manca T012 non in perimetro
21;2026;Tosano;T003;Bussolengo;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;24;23,76;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;ritiro cautelativo lotto L26130, scaffale svuotato 20/05
21;2026;Tosano;T001;Cerea;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;15;14,85;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;reso a CEDI Cerea x disposizione QA
21;2026;Tosano;T007;S.Giovanni Lupatoto;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;11;10,89;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;ritiro lotti L26130/L26131
21;2026;Tosano;T009;Villafranca VR;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;0;0,00;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;prodotto rimosso da scaffale il 20/05
21;2026;Tosano;T011;Legnago;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;18;17,82;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;ritiro cautelativo
21;2026;Tosano;T014;Affi;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;7;6,93;0,99;0;;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T016;Lugagnano di Sona;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;12;11,88;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;ritiro cautelativo
21;2026;Tosano;T018;San Bonifacio;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;0;0,00;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;rimosso 20/05, vedi comunicazione Perbellini
21;2026;Tosano;T021;Vicenza Est;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;26;25,74;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T024;Arzignano;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;6;5,94;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;ritiro cautelativo
21;2026;Tosano;T027;Thiene;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;9;8,91;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T029;Bassano del Grappa;AF-SN-0450;88412;SNACK RUSTICO MULTICEREALI 100G BONTA DI CASA;5;4,95;0,99;0;0;SI - SOTTOCOSTO PRIMAVERA;ritiro cautelativo
21;2026;Tosano;T003;Bussolengo;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;96;383,04;3,99;0;6;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T001;Cerea;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;88;351,12;3,99;0;8;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T007;S.Giovanni Lupatoto;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;74;295,26;3,99;0;7;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T009;Villafranca VR;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;69;275,31;3,99;0;7;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T011;Legnago;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;60;239,40;3,99;0;5;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T014;Affi;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;45;179,55;3,99;0;5;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T016;Lugagnano di Sona;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;52;207,48;3,99;0;5;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T018;San Bonifacio;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;58;231,42;3,99;0;6;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T021;Vicenza Est;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;81;323,19;3,99;0;7;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T024;Arzignano;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;41;163,59;3,99;0;4;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T027;Thiene;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;55;219,45;3,99;0;5;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T029;Bassano del Grappa;AF-SN-0455;88419;SNACK RUSTICO 100G FORMATO 3+1;38;151,62;3,99;0;4;SI - SOTTOCOSTO PRIMAVERA;
21;2026;Tosano;T003;Bussolengo;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;63;144,27;2,29;0;38;NO;
21;2026;Tosano;T001;Cerea;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;72;164,88;2,29;0;42;NO;
21;2026;Tosano;T007;S.Giovanni Lupatoto;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;49;112,21;2,29;0;28;NO;
21;2026;Tosano;T009;Villafranca VR;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;50;114,50;2,29;0;29;NO;
21;2026;Tosano;T011;Legnago;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;44;100,76;2,29;0;24;NO;
21;2026;Tosano;T021;Vicenza Est;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;67;153,43;2,29;0;39;NO;
21;2026;Tosano;T027;Thiene;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;44;100,76;2,29;0;24;NO;
21;2026;Tosano;T029;Bassano del Grappa;AF-CR-0215;77210;CORNETTO BONTA DI CASA 8X45G SURG;37;84,71;2,29;0;21;NO;
21;2026;Tosano;T003;Bussolengo;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;55;103,95;1,89;0;30;NO;
21;2026;Tosano;T001;Cerea;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;44;83,16;1,89;0;25;NO;
21;2026;Tosano;T009;Villafranca VR;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;40;75,60;1,89;0;22;NO;
21;2026;Tosano;T014;Affi;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;33;62,37;1,89;0;19;NO;
21;2026;Tosano;T018;San Bonifacio;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G;AURORA;36;68,04;1,89;0;20;NO
21;2026;Tosano;T021;Vicenza Est;AF-FC-0330;79055;FOCACCINA OLIO EVO 2X90G AURORA;47;88,83;1,89;0;26;NO;fine export - dati sett.22 non ancora consolidati
